typeId,groupId,typeName,mass,volume,capacity,portionSize,raceId,basePrice,published,marketGroupId,iconId,soundId,graphicId
785,134,"Miner I Blueprint",0,0.01,0,1,"None",92720.0000,1,338,1061,"None",0
786,136,"Light Missile Launcher I Blueprint",0,0.01,0,1,"None",60000.0000,1,340,168,"None",0
788,136,"Heavy Missile Launcher I Blueprint",0,0.01,0,1,"None",300000.0000,1,340,169,"None",20081
790,136,"Torpedo Launcher I Blueprint",0,0.01,0,1,"None",999960.0000,1,340,170,"None",170
803,166,"Mjolnir Cruise Missile Blueprint",1,0.01,0,1,"None",5000000.0000,1,1526,182,"None",0
804,166,"Scourge Cruise Missile Blueprint",1,0.01,0,1,"None",3000000.0000,1,1526,183,"None",0
805,166,"Inferno Cruise Missile Blueprint",1,0.01,0,1,"None",4000000.0000,1,1526,184,"None",20040
806,166,"Nova Cruise Missile Blueprint",1,0.01,0,1,"None",2500000.0000,1,1526,185,"None",0
807,166,"Nova Heavy Missile Blueprint",1,0.01,0,1,"None",700000.0000,1,1527,186,"None",0
808,166,"Mjolnir Heavy Missile Blueprint",1,0.01,0,1,"None",900000.0000,1,1527,187,"None",0
809,166,"Inferno Heavy Missile Blueprint",1,0.01,0,1,"None",800000.0000,1,1527,188,"None",0
810,166,"Scourge Heavy Missile Blueprint",1,0.01,0,1,"None",750000.0000,1,1527,189,"None",0
811,166,"Scourge Light Missile Blueprint",1,0.01,0,1,"None",150000.0000,1,1528,190,"None",0
812,166,"Inferno Light Missile Blueprint",1,0.01,0,1,"None",160000.0000,1,1528,191,"None",0
813,166,"Mjolnir Light Missile Blueprint",1,0.01,0,1,"None",180000.0000,1,1528,192,"None",0
814,166,"Nova Light Missile Blueprint",1,0.01,0,1,"None",140000.0000,1,1528,193,"None",0
819,135,"125mm Gatling AutoCannon I Blueprint",0,0.01,0,1,"None",20000.0000,1,296,387,"None",0
820,135,"150mm Light AutoCannon I Blueprint",0,0.01,0,1,"None",60000.0000,1,296,387,"None",0
821,135,"200mm AutoCannon I Blueprint",0,0.01,0,1,"None",90000.0000,1,296,387,"None",0
822,135,"250mm Light Artillery Cannon I Blueprint",0,0.01,0,1,"None",120000.0000,1,296,389,"None",0
823,135,"280mm Howitzer Artillery I Blueprint",0,0.01,0,1,"None",150000.0000,1,296,389,"None",0
824,135,"Dual 180mm AutoCannon I Blueprint",0,0.01,0,1,"None",200000.0000,1,297,386,"None",0
825,135,"220mm Vulcan AutoCannon I Blueprint",0,0.01,0,1,"None",600000.0000,1,297,386,"None",0
826,135,"425mm AutoCannon I Blueprint",0,0.01,0,1,"None",900000.0000,1,297,386,"None",0
827,135,"650mm Artillery Cannon I Blueprint",0,0.01,0,1,"None",1200000.0000,1,297,384,"None",0
828,135,"720mm Howitzer Artillery I Blueprint",0,0.01,0,1,"None",1500000.0000,1,297,384,"None",0
829,135,"Dual 425mm AutoCannon I Blueprint",0,0.01,0,1,"None",2000000.0000,1,298,381,"None",0
830,135,"Dual 650mm Repeating Cannon I Blueprint",0,0.01,0,1,"None",6000000.0000,1,298,381,"None",0
831,135,"800mm Repeating Cannon I Blueprint",0,0.01,0,1,"None",9000000.0000,1,298,381,"None",0
832,135,"1200mm Artillery Cannon I Blueprint",0,0.01,0,1,"None",12000000.0000,1,298,379,"None",0
833,135,"1400mm Howitzer Artillery I Blueprint",0,0.01,0,1,"None",15000000.0000,1,298,379,"None",0
834,133,"Gatling Pulse Laser I Blueprint",0,0.01,0,1,"None",20000.0000,1,292,350,"None",0
835,133,"Dual Light Pulse Laser I Blueprint",0,0.01,0,1,"None",60000.0000,1,292,350,"None",0
836,133,"Dual Light Beam Laser I Blueprint",0,0.01,0,1,"None",90000.0000,1,292,352,"None",0
837,133,"Small Focused Pulse Laser I Blueprint",0,0.01,0,1,"None",120000.0000,1,292,350,"None",0
838,133,"Small Focused Beam Laser I Blueprint",0,0.01,0,1,"None",150000.0000,1,292,352,"None",0
839,133,"Quad Light Beam Laser I Blueprint",0,0.01,0,1,"None",185280.0000,1,293,355,"None",0
840,133,"Focused Medium Pulse Laser I Blueprint",0,0.01,0,1,"None",600000.0000,1,293,356,"None",0
841,133,"Focused Medium Beam Laser I Blueprint",0,0.01,0,1,"None",900000.0000,1,293,355,"None",0
842,133,"Heavy Pulse Laser I Blueprint",0,0.01,0,1,"None",1200000.0000,1,293,356,"None",0
843,133,"Heavy Beam Laser I Blueprint",0,0.01,0,1,"None",1500000.0000,1,293,355,"None",0
844,133,"Dual Heavy Pulse Laser I Blueprint",0,0.01,0,1,"None",2000000.0000,1,295,360,"None",0
845,133,"Dual Heavy Beam Laser I Blueprint",0,0.01,0,1,"None",6000000.0000,1,295,361,"None",0
846,133,"Mega Pulse Laser I Blueprint",0,0.01,0,1,"None",9000000.0000,1,295,360,"None",0
847,133,"Mega Beam Laser I Blueprint",0,0.01,0,1,"None",12000000.0000,1,295,361,"None",0
848,133,"Tachyon Beam Laser I Blueprint",0,0.01,0,1,"None",15000000.0000,1,295,361,"None",0
879,165,"Carbonized Lead S Blueprint",0,0.01,0,1,"None",20000.0000,1,313,1004,"None",1308
880,165,"Nuclear S Blueprint",0,0.01,0,1,"None",30000.0000,1,313,1288,"None",1288
881,165,"Proton S Blueprint",0,0.01,0,1,"None",40000.0000,1,313,1290,"None",1290
882,165,"Depleted Uranium S Blueprint",0,0.01,0,1,"None",50000.0000,1,313,1285,"None",1285
883,165,"Titanium Sabot S Blueprint",0,0.01,0,1,"None",60000.0000,1,313,1291,"None",1291
884,165,"Fusion S Blueprint",0,0.01,0,1,"None",70000.0000,1,313,1287,"None",1287
885,165,"Phased Plasma S Blueprint",0,0.01,0,1,"None",80000.0000,1,313,1289,"None",1289
886,165,"EMP S Blueprint",0,0.01,0,1,"None",100000.0000,1,313,1286,"None",1286
887,165,"Carbonized Lead M Blueprint",0,0.01,0,1,"None",80000.0000,1,312,1292,"None",1292
888,165,"Nuclear M Blueprint",0,0.01,0,1,"None",120000.0000,1,312,1296,"None",1296
889,165,"Proton M Blueprint",0,0.01,0,1,"None",165000.0000,1,312,1298,"None",1298
890,165,"Depleted Uranium M Blueprint",0,0.01,0,1,"None",205000.0000,1,312,1293,"None",1293
891,165,"Titanium Sabot M Blueprint",0,0.01,0,1,"None",235000.0000,1,312,1299,"None",1299
892,165,"Fusion M Blueprint",0,0.01,0,1,"None",275000.0000,1,312,1295,"None",1295
893,165,"Phased Plasma M Blueprint",0,0.01,0,1,"None",325000.0000,1,312,1297,"None",1297
894,165,"EMP M Blueprint",0,0.01,0,1,"None",400000.0000,1,312,1294,"None",1294
895,165,"Carbonized Lead L Blueprint",0,0.01,0,1,"None",200000.0000,1,309,1300,"None",1300
896,165,"Nuclear L Blueprint",0,0.01,0,1,"None",300000.0000,1,309,1304,"None",1304
897,165,"Proton L Blueprint",0,0.01,0,1,"None",400000.0000,1,309,1306,"None",1306
898,165,"Depleted Uranium L Blueprint",0,0.01,0,1,"None",500000.0000,1,309,1301,"None",1301
899,165,"Titanium Sabot L Blueprint",0,0.01,0,1,"None",600000.0000,1,309,1307,"None",1307
900,165,"Fusion L Blueprint",0,0.01,0,1,"None",700000.0000,1,309,1303,"None",1303
901,165,"Phased Plasma L Blueprint",0,0.01,0,1,"None",800000.0000,1,309,1305,"None",1305
902,165,"EMP L Blueprint",0,0.01,0,1,"None",1000000.0000,1,309,1302,"None",1302
935,105,"Reaper Blueprint",0,0.01,0,1,"None",9999999.0000,0,"None","None","None",53
936,105,"Executioner Blueprint",0,0.01,0,1,"None",2175000.0000,1,272,"None","None",54
937,105,"Inquisitor Blueprint",0,0.01,0,1,"None",2575000.0000,1,272,"None","None",55
938,105,"Tormentor Blueprint",0,0.01,0,1,"None",2875000.0000,1,272,"None","None",56
939,105,"Navitas Blueprint",0,0.01,0,1,"None",2525000.0000,1,277,"None","None",59
940,105,"Tristan Blueprint",0,0.01,0,1,"None",2825000.0000,1,277,"None","None",60
941,105,"Incursus Blueprint",0,0.01,0,1,"None",2825000.0000,1,277,"None","None",61
943,105,"Impairor Blueprint",0,0.01,0,1,"None",9999999.0000,0,"None","None","None",299
944,105,"Punisher Blueprint",0,0.01,0,1,"None",2875000.0000,1,272,"None","None",300
945,105,"Breacher Blueprint",0,0.01,0,1,"None",2800000.0000,1,264,"None","None",305
946,105,"Burst Blueprint",0,0.01,0,1,"None",2500000.0000,1,264,"None","None",306
947,105,"Minmatar Peacekeeper Ship Blueprint",0,0.01,0,1,"None",9999999.0000,0,"None","None","None",307
948,105,"Ibis Blueprint",0,0.01,0,1,"None",9999999.0000,0,"None","None","None",312
949,105,"Kestrel Blueprint",0,0.01,0,1,"None",2850000.0000,1,261,"None","None",313
950,105,"Merlin Blueprint",0,0.01,0,1,"None",2850000.0000,1,261,"None","None",314
952,105,"Heron Blueprint",0,0.01,0,1,"None",2750000.0000,1,261,"None","None",316
953,105,"Velator Blueprint",0,0.01,0,1,"None",9999999.0000,0,"None","None","None",321
954,105,"Imicus Blueprint",0,0.01,0,1,"None",2725000.0000,1,277,"None","None",322
955,105,"Atron Blueprint",0,0.01,0,1,"None",2125000.0000,1,277,"None","None",323
956,105,"Maulus Blueprint",0,0.01,0,1,"None",2325000.0000,1,277,"None","None",324
960,105,"Devourer Blueprint",0,0.01,0,1,2,9999999.0000,0,"None","None","None",339
961,105,"Fury Blueprint",0,0.01,0,1,2,9999999.0000,0,"None","None","None",340
962,105,"Immolator Blueprint",0,0.01,0,1,4,9999999.0000,0,"None","None","None",341
963,105,"Medusa Blueprint",0,0.01,0,1,2,9999999.0000,0,"None","None","None",342
964,105,"Echo Blueprint",0,0.01,0,1,2,9999999.0000,0,"None","None","None",343
965,105,"Lynx Blueprint",0,0.01,0,1,2,9999999.0000,0,"None","None","None",344
966,105,"Swordspine Blueprint",0,0.01,0,1,2,9999999.0000,0,"None","None","None",345
967,111,"Caldari Shuttle Blueprint",0,0.01,0,1,"None",50000.0000,1,416,"None","None",317
968,106,"Moa Blueprint",0,0.01,0,1,"None",83500000.0000,1,275,"None","None",49
969,106,"Maller Blueprint",0,0.01,0,1,"None",83750000.0000,1,274,"None","None",57
970,106,"Augoror Blueprint",0,0.01,0,1,"None",80750000.0000,1,274,"None","None",58
971,106,"Vexor Blueprint",0,0.01,0,1,"None",83250000.0000,1,276,"None","None",62
972,106,"Thorax Blueprint",0,0.01,0,1,"None",82250000.0000,1,276,"None","None",63
973,106,"Arbitrator Blueprint",0,0.01,0,1,"None",81750000.0000,1,274,"None","None",298
974,106,"Rupture Blueprint",0,0.01,0,1,"None",83000000.0000,1,273,"None","None",302
975,106,"Bellicose Blueprint",0,0.01,0,1,"None",81000000.0000,1,273,"None","None",303
976,106,"Scythe Blueprint",0,0.01,0,1,"None",80000000.0000,1,273,"None","None",304
977,106,"Blackbird Blueprint",0,0.01,0,1,"None",81500000.0000,1,275,"None","None",311
978,106,"Celestis Blueprint",0,0.01,0,1,"None",81250000.0000,1,276,"None","None",319
979,106,"Exequror Blueprint",0,0.01,0,1,"None",80250000.0000,1,276,"None","None",320
983,108,"Badger Blueprint",0,0.01,0,1,"None",3487500.0000,1,284,"None","None",51
984,108,"Tayra Blueprint",0,0.01,0,1,"None",7425000.0000,1,284,"None","None",52
985,108,"Nereus Blueprint",0,0.01,0,1,"None",3100000.0000,1,283,"None","None",65
986,108,"Hoarder Blueprint",0,0.01,0,1,"None",4525000.0000,1,282,"None","None",308
987,108,"Mammoth Blueprint",0,0.01,0,1,"None",9375000.0000,1,282,"None","None",309
988,108,"Wreathe Blueprint",0,0.01,0,1,"None",3225000.0000,1,282,"None","None",310
989,108,"Kryos Blueprint",0,0.01,0,1,"None",3425000.0000,1,283,"None","None",325
990,108,"Epithal Blueprint",0,0.01,0,1,"None",6000000.0000,1,283,"None","None",326
991,108,"Miasmos Blueprint",0,0.01,0,1,"None",4287500.0000,1,283,"None","None",327
992,108,"Iteron Mark V Blueprint",0,0.01,0,1,"None",11250000.0000,1,283,"None","None",328
994,107,"Scorpion Blueprint",0,0.01,0,1,"None",1075000000.0000,1,280,"None","None",50
995,107,"Megathron Blueprint",0,0.01,0,1,"None",1250000000.0000,1,281,"None","None",64
996,107,"Apocalypse Blueprint",0,0.01,0,1,"None",1265000000.0000,1,279,"None","None",296
997,107,"Armageddon Blueprint",0,0.01,0,1,"None",1565000000.0000,1,279,"None","None",297
998,107,"Typhoon Blueprint",0,0.01,0,1,"None",975000000.0000,1,278,"None","None",301
999,107,"Dominix Blueprint",0,0.01,0,1,"None",1660000000.0000,1,281,"None","None",318
1002,110,"Erebus Blueprint",0,0.01,0,1,"None",72500000000.0000,1,886,"None","None",2942
1010,118,"Small Shield Extender I Blueprint",0,0.01,0,1,"None",49920.0000,1,1549,1044,"None",0
1013,118,"Small Shield Extender II Blueprint",0,0.01,0,1,"None",10000000000.0000,1,"None",1044,"None",0
1026,119,"Shield Recharger I Blueprint",0,0.01,0,1,"None",87360.0000,1,1551,83,"None",0
1027,119,"Shield Recharger II Blueprint",0,0.01,0,1,"None",10000000000.0000,1,"None",83,"None",0
1032,120,"Small Shield Booster I Blueprint",0,0.01,0,1,"None",91160.0000,1,1552,84,"None",0
1033,120,"Small Shield Booster II Blueprint",0,0.01,0,1,"None",10000000000.0000,1,"None",84,"None",0
1067,126,"5MN Microwarpdrive I Blueprint",0,0.01,0,1,4,316360.0000,1,331,10149,"None",0
1071,126,"1MN Afterburner II Blueprint",0,0.01,0,1,"None",10000000000.0000,1,"None",96,"None",0
1072,126,"1MN Afterburner I Blueprint",0,0.01,0,1,"None",64500.0000,1,1525,96,"None",0
1073,126,"5MN Microwarpdrive II Blueprint",0,0.01,0,1,4,10000000000.0000,1,"None",10149,"None",0
1074,127,"Cargo Scanner I Blueprint",0,0.01,0,1,"None",15000.0000,1,325,106,"None",0
1075,128,"Ship Scanner I Blueprint",0,0.01,0,1,"None",19840.0000,1,325,107,"None",0
1076,129,"Survey Scanner I Blueprint",0,0.01,0,1,"None",20000.0000,1,325,2732,"None",0
1079,132,"Warp Scrambler I Blueprint",0,0.01,0,1,"None",394240.0000,1,1939,3433,"None",0
1080,132,"Warp Scrambler II Blueprint",0,0.01,0,1,"None",9999999.0000,1,"None",3433,"None",0
1095,139,"Gyrostabilizer II Blueprint",0,0.01,0,1,"None",10000000000.0000,1,"None",1046,"None",0
1096,139,"Gyrostabilizer I Blueprint",0,0.01,0,1,"None",243200.0000,1,343,1046,"None",0
1099,142,"Small Armor Repairer I Blueprint",0,0.01,0,1,"None",200000.0000,1,1536,80,"None",0
1100,143,"Small Hull Repairer I Blueprint",0,0.01,0,1,"None",499980.0000,1,1537,21378,"None",0
1102,145,"Stasis Webifier I Blueprint",0,0.01,0,1,"None",224880.0000,1,1570,1284,"None",0
1103,145,"Stasis Webifier II Blueprint",0,0.01,0,1,"None",9999999.0000,1,"None",1284,"None",0
1105,147,"Small Remote Capacitor Transmitter I Blueprint",0,0.01,0,1,"None",125000.0000,1,1562,1035,"None",0
1106,148,"Small Energy Nosferatu I Blueprint",0,0.01,0,1,"None",395040.0000,1,1564,1029,"None",0
1109,151,"Small Energy Neutralizer I Blueprint",0,0.01,0,1,"None",199680.0000,1,1565,1283,"None",0
1112,154,"75mm Gatling Rail I Blueprint",0,0.01,0,1,"None",20000.0000,1,291,349,"None",0
1113,154,"Light Electron Blaster I Blueprint",0,0.01,0,1,"None",60000.0000,1,291,376,"None",0
1114,154,"Light Ion Blaster I Blueprint",0,0.01,0,1,"None",90000.0000,1,291,376,"None",0
1115,154,"Light Neutron Blaster I Blueprint",0,0.01,0,1,"None",120000.0000,1,291,376,"None",0
1116,154,"150mm Railgun I Blueprint",0,0.01,0,1,"None",150000.0000,1,291,349,"None",0
1117,154,"Heavy Electron Blaster I Blueprint",0,0.01,0,1,"None",600000.0000,1,290,371,"None",0
1118,154,"Dual 150mm Railgun I Blueprint",0,0.01,0,1,"None",200000.0000,1,290,370,"None",0
1119,154,"Heavy Neutron Blaster I Blueprint",0,0.01,0,1,"None",1200000.0000,1,290,371,"None",0
1120,154,"Heavy Ion Blaster I Blueprint",0,0.01,0,1,"None",900000.0000,1,290,371,"None",0
1121,154,"250mm Railgun I Blueprint",0,0.01,0,1,"None",1500000.0000,1,290,370,"None",0
1122,154,"Electron Blaster Cannon I Blueprint",0,0.01,0,1,"None",6000000.0000,1,289,365,"None",0
1123,154,"Dual 250mm Railgun I Blueprint",0,0.01,0,1,"None",2000000.0000,1,289,366,"None",0
1124,154,"Neutron Blaster Cannon I Blueprint",0,0.01,0,1,"None",12000000.0000,1,289,365,"None",0
1125,154,"425mm Railgun I Blueprint",0,0.01,0,1,"None",15000000.0000,1,289,366,"None",0
1126,154,"Ion Blaster Cannon I Blueprint",0,0.01,0,1,"None",9000000.0000,1,289,365,"None",0
1128,156,"Medium Capacitor Booster I Blueprint",0,0.01,0,1,"None",281240.0000,1,1563,1031,"None",0
1129,157,"Multispectrum Shield Hardener I Blueprint",0,0.01,0,1,"None",750000.0000,1,1548,81,"None",0
1130,167,"Iron Charge S Blueprint",0,0.01,0,1,"None",20000.0000,1,307,1311,"None",1311
1131,167,"Tungsten Charge S Blueprint",0,0.01,0,1,"None",30000.0000,1,307,1315,"None",1315
1132,167,"Iridium Charge S Blueprint",0,0.01,0,1,"None",40000.0000,1,307,1310,"None",1310
1133,167,"Lead Charge S Blueprint",0,0.01,0,1,"None",50000.0000,1,307,1312,"None",1312
1134,167,"Thorium Charge S Blueprint",0,0.01,0,1,"None",60000.0000,1,307,1314,"None",1314
1135,167,"Uranium Charge S Blueprint",0,0.01,0,1,"None",70000.0000,1,307,1316,"None",1316
1136,167,"Plutonium Charge S Blueprint",0,0.01,0,1,"None",80000.0000,1,307,1313,"None",1313
1137,167,"Antimatter Charge S Blueprint",0,0.01,0,1,"None",100000.0000,1,307,1047,"None",1047
1138,167,"Iron Charge M Blueprint",0,0.01,0,1,"None",80000.0000,1,308,1319,"None",1319
1139,167,"Tungsten Charge M Blueprint",0,0.01,0,1,"None",110000.0000,1,308,1323,"None",1323
1140,167,"Iridium Charge M Blueprint",0,0.01,0,1,"None",150000.0000,1,308,1318,"None",1318
1141,167,"Lead Charge M Blueprint",0,0.01,0,1,"None",175000.0000,1,308,1320,"None",1320
1142,167,"Thorium Charge M Blueprint",0,0.01,0,1,"None",225000.0000,1,308,1322,"None",1322
1143,167,"Uranium Charge M Blueprint",0,0.01,0,1,"None",275000.0000,1,308,1324,"None",1324
1144,167,"Plutonium Charge M Blueprint",0,0.01,0,1,"None",325000.0000,1,308,1321,"None",1321
1145,167,"Antimatter Charge M Blueprint",0,0.01,0,1,"None",400000.0000,1,308,1317,"None",1317
1146,167,"Iron Charge L Blueprint",0,0.01,0,1,"None",200000.0000,1,306,1327,"None",1327
1147,167,"Tungsten Charge L Blueprint",0,0.01,0,1,"None",300000.0000,1,306,1331,"None",1331
1148,167,"Iridium Charge L Blueprint",0,0.01,0,1,"None",400000.0000,1,306,1326,"None",1326
1149,167,"Lead Charge L Blueprint",0,0.01,0,1,"None",500000.0000,1,306,1328,"None",1328
1150,167,"Thorium Charge L Blueprint",0,0.01,0,1,"None",600000.0000,1,306,1330,"None",1330
1151,167,"Uranium Charge L Blueprint",0,0.01,0,1,"None",700000.0000,1,306,1332,"None",1332
1152,167,"Plutonium Charge L Blueprint",0,0.01,0,1,"None",800000.0000,1,306,1329,"None",1329
1153,167,"Antimatter Charge L Blueprint",0,0.01,0,1,"None",1000000.0000,1,306,1325,"None",1325
1154,168,"Radio S Blueprint",0,0.01,0,1,"None",30000.0000,1,302,1145,"None",1145
1155,168,"Microwave S Blueprint",0,0.01,0,1,"None",20000.0000,1,302,1143,"None",1143
1156,168,"Infrared S Blueprint",0,0.01,0,1,"None",10000.0000,1,302,1144,"None",1144
1157,168,"Standard S Blueprint",0,0.01,0,1,"None",12500.0000,1,302,1142,"None",1142
1158,168,"Ultraviolet S Blueprint",0,0.01,0,1,"None",15000.0000,1,302,1141,"None",1141
1159,168,"Xray S Blueprint",0,0.01,0,1,"None",25000.0000,1,302,1140,"None",1140
1160,168,"Gamma S Blueprint",0,0.01,0,1,"None",35000.0000,1,302,1139,"None",1139
1161,168,"Multifrequency S Blueprint",0,0.01,0,1,"None",40000.0000,1,302,1131,"None",1131
1162,168,"Radio M Blueprint",0,0.01,0,1,"None",300000.0000,1,303,1145,"None",1145
1163,168,"Microwave M Blueprint",0,0.01,0,1,"None",200000.0000,1,303,1143,"None",1143
1164,168,"Infrared M Blueprint",0,0.01,0,1,"None",100000.0000,1,303,1144,"None",1144
1165,168,"Standard M Blueprint",0,0.01,0,1,"None",125000.0000,1,303,1142,"None",1142
1166,168,"Ultraviolet M Blueprint",0,0.01,0,1,"None",150000.0000,1,303,1141,"None",1141
1167,168,"Xray M Blueprint",0,0.01,0,1,"None",250000.0000,1,303,1140,"None",1140
1168,168,"Gamma M Blueprint",0,0.01,0,1,"None",350000.0000,1,303,1139,"None",1139
1169,168,"Multifrequency M Blueprint",0,0.01,0,1,"None",400000.0000,1,303,1131,"None",1131
1170,168,"Radio L Blueprint",0,0.01,0,1,"None",3000000.0000,1,305,1145,"None",1145
1171,168,"Microwave L Blueprint",0,0.01,0,1,"None",2000000.0000,1,305,1143,"None",1143
1172,168,"Infrared L Blueprint",0,0.01,0,1,"None",1000000.0000,1,305,1144,"None",1144
1173,168,"Standard L Blueprint",0,0.01,0,1,"None",1250000.0000,1,305,1142,"None",1142
1174,168,"Ultraviolet L Blueprint",0,0.01,0,1,"None",1500000.0000,1,305,1141,"None",1141
1175,168,"Xray L Blueprint",0,0.01,0,1,"None",2500000.0000,1,305,1140,"None",1140
1176,168,"Gamma L Blueprint",0,0.01,0,1,"None",3500000.0000,1,305,1139,"None",1139
1177,168,"Multifrequency L Blueprint",0,0.01,0,1,"None",4000000.0000,1,305,1131,"None",1131
1178,169,"Cap Booster 25 Blueprint",0,0.01,0,1,"None",100000.0000,1,339,1033,"None",0
1179,169,"Cap Booster 50 Blueprint",0,0.01,0,1,"None",250000.0000,1,339,1033,"None",0
1182,96,"Auto Targeting System I",30,5,0,1,"None","None",1,670,104,"None",0
1183,62,"Small Armor Repairer II",500,5,0,1,"None","None",1,1049,80,"None",0
1184,142,"Small Armor Repairer II Blueprint",0,0.01,0,1,"None",10000000000.0000,1,"None",80,"None",0
1185,61,"Small Cap Battery I",0,5,0,1,"None","None",1,703,89,"None",0
1186,141,"Small Cap Battery I Blueprint",0,0.01,0,1,"None",100000.0000,1,1558,89,"None",0
1190,67,"Small Remote Capacitor Transmitter II",10000,5,0,1,"None",140108.0000,1,695,1035,"None",0
1191,147,"Small Remote Capacitor Transmitter II Blueprint",0,0.01,0,1,"None",10000000000.0000,1,"None",1035,"None",0
1192,764,"'Basic' Overdrive Injector System",50,5,0,1,4,"None",1,1087,98,"None",0
1193,98,"'Basic' EM Coating",1,5,0,1,1,"None",1,1668,20956,"None",0
1194,99,"Amarr Sentry Gun",1000,1000,1000,1,4,"None",0,"None","None","None",1006
1195,43,"Cap Recharger I",1,5,0,1,"None","None",1,665,90,"None",0
1196,123,"Cap Recharger I Blueprint",0,0.01,0,1,"None",237500.0000,1,1555,90,"None",0
1197,98,"EM Coating I",1,5,0,1,"None","None",1,1668,20956,"None",0
1198,98,"EM Coating II",1,5,0,1,"None","None",1,1668,20956,"None",0
1201,100,"Wasp I",10000,25,0,1,1,50000.0000,1,839,"None","None",1079
1202,101,"Civilian Mining Drone",0,5,0,1,"None","None",1,158,"None","None",1009
